timestamp,station_id,temperature,temperature_corrected,pressure,pressure_corrected,humidity,humidity_corrected,anomaly_score,confidence,severity,root_cause_label,is_flagged,is_anomaly,anomaly_type
2026-08-29 15:00:00,AWS_BLR,25.6,25.6,910.9,910.9,63.0,63.0,0.003006872772446804,0.001503436386223402,Normal,none,False,False,none
2026-08-29 15:00:00,AWS_DELHI,34.8,34.8,975.2,975.2,50.0,50.0,0.09341927909941204,0.21337630621637269,Normal,Unclassified multivariate anomaly (novel pattern flagged by ML),False,False,none
2026-08-29 15:00:00,AWS_KOCHI,28.2,28.2,1010.4,1010.4,80.0,80.0,0.0036505557043305385,0.0018252778521652693,Normal,none,False,False,none
2026-08-29 15:00:00,AWS_NOIDA,34.6,34.6,976.8,976.8,52.0,52.0,0.06115776383984692,0.03057888191992346,Normal,Unclassified multivariate anomaly (novel pattern flagged by ML),False,False,none
2026-08-29 15:00:00,AWS_SHIMLA,22.8,18.8,806.8,806.25,74.0,95.0,0.28590683847506243,0.3096200859041979,Low,Sensor fault: reading outside physically possible range,True,False,none
2026-08-29 16:00:00,AWS_BLR,26.7,26.7,910.7,910.7,59.0,59.0,0.0039911476532935,0.00199557382664675,Normal,none,False,False,none
2026-08-29 16:00:00,AWS_DELHI,34.5,34.5,974.9,974.9,51.0,51.0,0.06358627751837,0.19845980542585165,Normal,Unclassified multivariate anomaly (novel pattern flagged by ML),False,False,none
2026-08-29 16:00:00,AWS_JAISALMER,33.8,33.8,974.3,974.3,49.0,49.0,0.023038499405178443,0.011519249702589222,Normal,none,False,False,none
2026-08-29 16:00:00,AWS_KOCHI,27.8,27.8,1010.5,1010.5,82.0,82.0,0.0019764291180637845,0.0009882145590318922,Normal,none,False,False,none
2026-08-29 16:00:00,AWS_GURGAON,33.7,33.7,974.1,974.1,54.0,54.0,0.04945400316126759,0.024727001580633796,Normal,Unclassified multivariate anomaly (novel pattern flagged by ML),False,False,none
2026-08-29 16:00:00,AWS_SHIMLA,21.6,18.8,806.3,806.25,82.0,95.0,0.27362696487541677,0.30348014910437504,Low,Sensor fault: reading outside physically possible range,True,False,none
2026-08-29 16:00:00,AWS_NOIDA,34.2,34.2,976.4,976.4,55.0,55.0,0.04220452566659519,0.021102262833297594,Normal,Unclassified multivariate anomaly (novel pattern flagged by ML),False,False,none
2026-08-29 17:00:00,AWS_BLR,24.2,24.2,911.2,911.2,72.0,72.0,0.0657736069620545,0.19955347014769392,Normal,Data spike: implausible instantaneous jump,False,False,none
